name,n,profile,term_count,truth_build_time_s,method,score,T,CNOT,depth,gates,peak_ancilla,schedule_logical_depth,schedule_cnot_depth_proxy,schedule_t_depth_proxy,explicit_ancilla_live_peak,explicit_ancilla_lifetime_area,plan_time_s,truth_verify_time_s,truth_verified,anf_verified,plan_nodes,plan_mismatches,circuit_anf_verified,circuit_gates,circuit_max_wire_terms,circuit_mismatches
truth_bridge_n29_000_deep,29,deep,228,12.904701749997912,adaptive_all_depth,2411.97,2192,3506,3506,1314,7,216,2406,1059,1,50,23.44725937602925,9.853444334003143,True,True,11,0,True,218,228,0
truth_bridge_n29_000_deep,29,deep,228,12.904701749997912,depth2_guard_direct,2520.7850000000003,2292,3657,3657,1365,7,217,2500,1106,1,33,1.3310250420181546,10.579967958008638,True,True,7,0,True,219,228,0
truth_bridge_n29_000_deep,29,deep,228,12.904701749997912,depth_frontier_policy,2411.97,2192,3506,3506,1314,7,216,2406,1059,1,50,16.497160875005648,9.853444334003143,True,True,11,0,True,218,228,0
truth_bridge_n29_000_deep,29,deep,228,12.904701749997912,depth_policy,2520.7850000000003,2292,3657,3657,1365,7,217,2500,1106,1,33,1.3310250420181546,10.579967958008638,True,True,7,0,True,219,228,0
truth_bridge_n29_000_deep,29,deep,228,12.904701749997912,direct_logical_and,2769.32,2520,4008,4008,1488,7,228,2712,1213,0,0,0.00012333301128819585,12.77565241602133,True,True,1,0,True,228,228,0
truth_bridge_n29_000_deep,29,deep,228,12.904701749997912,screen_depth1,2590.58,2356,3756,3756,1400,7,220,2558,1135,1,22,0.2666240420076065,10.802380957989953,True,True,5,0,True,222,228,0
truth_bridge_n29_000_deep,29,deep,228,12.904701749997912,screen_depth2,2520.7850000000003,2292,3657,3657,1365,7,217,2500,1106,1,33,1.3310250420181546,10.579967958008638,True,True,7,0,True,219,228,0
truth_bridge_n29_000_deep,29,deep,228,12.904701749997912,screen_depth3,2459.755,2236,3571,3571,1335,7,215,2448,1081,1,43,5.313246709003579,10.214931541995611,True,True,9,0,True,217,228,0
truth_bridge_n29_000_deep,29,deep,228,12.904701749997912,screen_depth4,2411.97,2192,3506,3506,1314,7,216,2406,1059,1,50,16.497160875005648,9.853444334003143,True,True,11,0,True,218,228,0
truth_bridge_n29_000_deep,29,deep,228,12.904701749997912,screen_single,2677.7749999999996,2436,3879,3879,1443,7,223,2636,1173,1,11,0.03920270799426362,11.121143583004596,True,True,3,0,True,225,228,0
truth_bridge_n29_001_shallow,29,shallow,60,4.374399791995529,adaptive_all_depth,518.3050000000001,464,753,753,289,5,55,527,221,1,19,0.6359756669844501,2.2522254169743974,True,True,5,0,True,57,60,0
truth_bridge_n29_001_shallow,29,shallow,60,4.374399791995529,depth2_guard_direct,518.3050000000001,464,753,753,289,5,55,527,221,1,19,0.12494499998865649,2.3447150840074755,True,True,5,0,True,57,60,0
truth_bridge_n29_001_shallow,29,shallow,60,4.374399791995529,depth_frontier_policy,518.3050000000001,464,753,753,289,5,55,527,221,1,19,0.12494499998865649,2.3447150840074755,True,True,5,0,True,57,60,0
truth_bridge_n29_001_shallow,29,shallow,60,4.374399791995529,depth_policy,518.3050000000001,464,753,753,289,5,55,527,221,1,19,0.12494499998865649,2.3447150840074755,True,True,5,0,True,57,60,0
truth_bridge_n29_001_shallow,29,shallow,60,4.374399791995529,direct_logical_and,647.0,584,936,936,352,4,60,651,279,0,0,0.00010400000610388815,4.188808125007199,True,True,1,0,True,60,60,0
truth_bridge_n29_001_shallow,29,shallow,60,4.374399791995529,screen_depth1,518.3050000000001,464,753,753,289,5,55,527,221,1,19,0.045432499988237396,2.2522254169743974,True,True,5,0,True,57,60,0
truth_bridge_n29_001_shallow,29,shallow,60,4.374399791995529,screen_depth2,518.3050000000001,464,753,753,289,5,55,527,221,1,19,0.12494499998865649,2.3447150840074755,True,True,5,0,True,57,60,0
truth_bridge_n29_001_shallow,29,shallow,60,4.374399791995529,screen_depth3,518.3050000000001,464,753,753,289,5,55,527,221,1,19,0.20847820900962688,2.274818417005008,True,True,5,0,True,57,60,0
truth_bridge_n29_001_shallow,29,shallow,60,4.374399791995529,screen_depth4,518.3050000000001,464,753,753,289,5,55,527,221,1,19,0.24695808300748467,2.2317044580122456,True,True,5,0,True,57,60,0
truth_bridge_n29_001_shallow,29,shallow,60,4.374399791995529,screen_single,566.2199999999999,508,820,820,312,5,56,573,241,1,10,0.01016187499044463,2.404846040997654,True,True,3,0,True,58,60,0
truth_bridge_n29_002_mixed,29,mixed,80,3.9924677499802783,adaptive_all_depth,680.815,612,999,999,387,5,79,744,294,1,23,0.42925475002266467,3.168132874998264,True,True,7,0,True,81,80,0
truth_bridge_n29_002_mixed,29,mixed,80,3.9924677499802783,depth2_guard_direct,680.815,612,999,999,387,5,79,744,294,1,23,0.1029546250065323,3.168132874998264,True,True,7,0,True,81,80,0
truth_bridge_n29_002_mixed,29,mixed,80,3.9924677499802783,depth_frontier_policy,680.815,612,999,999,387,5,79,744,294,1,23,0.1029546250065323,3.168132874998264,True,True,7,0,True,81,80,0
truth_bridge_n29_002_mixed,29,mixed,80,3.9924677499802783,depth_policy,689.32,620,1008,1008,388,5,76,754,298,1,18,0.0490920830052346,3.216266542003723,True,True,5,0,True,78,80,0
truth_bridge_n29_002_mixed,29,mixed,80,3.9924677499802783,direct_logical_and,831.0,752,1208,1208,456,4,80,872,363,0,0,1.999997766688466e-05,3.6772454580059275,True,True,1,0,True,80,80,0
truth_bridge_n29_002_mixed,29,mixed,80,3.9924677499802783,screen_depth1,689.32,620,1008,1008,388,5,76,754,298,1,18,0.0490920830052346,3.216266542003723,True,True,5,0,True,78,80,0
truth_bridge_n29_002_mixed,29,mixed,80,3.9924677499802783,screen_depth2,680.815,612,999,999,387,5,79,744,294,1,23,0.1029546250065323,3.168132874998264,True,True,7,0,True,81,80,0
truth_bridge_n29_002_mixed,29,mixed,80,3.9924677499802783,screen_depth3,680.815,612,999,999,387,5,79,744,294,1,23,0.13171549999970011,3.1937774590041954,True,True,7,0,True,81,80,0
truth_bridge_n29_002_mixed,29,mixed,80,3.9924677499802783,screen_depth4,680.815,612,999,999,387,5,79,744,294,1,23,0.13270316700800322,3.1744610409950837,True,True,7,0,True,81,80,0
truth_bridge_n29_002_mixed,29,mixed,80,3.9924677499802783,screen_single,706.5900000000001,636,1030,1030,394,5,74,766,305,1,12,0.012789375003194436,3.193699708004715,True,True,3,0,True,76,80,0
truth_bridge_n29_003_deep,29,deep,145,6.732582833006745,adaptive_all_depth,1269.5500000000002,1148,1862,1862,714,6,138,1237,547,1,45,13.005189957970288,5.7032566250127275,True,True,11,0,True,140,145,0
truth_bridge_n29_003_deep,29,deep,145,6.732582833006745,depth2_guard_direct,1302.025,1180,1905,1905,725,5,133,1263,561,1,34,0.7803889999922831,5.600187833013479,True,True,7,0,True,135,145,0
truth_bridge_n29_003_deep,29,deep,145,6.732582833006745,depth_frontier_policy,1269.5500000000002,1148,1862,1862,714,6,138,1237,547,1,45,8.995952208002564,5.7032566250127275,True,True,11,0,True,140,145,0
truth_bridge_n29_003_deep,29,deep,145,6.732582833006745,depth_policy,1302.025,1180,1905,1905,725,5,133,1263,561,1,34,0.7803889999922831,5.600187833013479,True,True,7,0,True,135,145,0
truth_bridge_n29_003_deep,29,deep,145,6.732582833006745,direct_logical_and,1581.075,1436,2299,2299,863,5,145,1501,684,0,0,9.37501317821443e-06,6.829350792017067,True,True,1,0,True,145,145,0
truth_bridge_n29_003_deep,29,deep,145,6.732582833006745,screen_depth1,1371.82,1244,2004,2004,760,5,136,1321,590,1,23,0.15801854198798537,5.977077249990543,True,True,5,0,True,138,145,0
truth_bridge_n29_003_deep,29,deep,145,6.732582833006745,screen_depth2,1302.025,1180,1905,1905,725,5,133,1263,561,1,34,0.7803889999922831,5.600187833013479,True,True,7,0,True,135,145,0
truth_bridge_n29_003_deep,29,deep,145,6.732582833006745,screen_depth3,1278.1200000000001,1156,1872,1872,716,6,136,1245,549,1,39,3.0468572079844307,5.181616875022883,True,True,9,0,True,138,145,0
truth_bridge_n29_003_deep,29,deep,145,6.732582833006745,screen_depth4,1269.5500000000002,1148,1862,1862,714,6,138,1237,547,1,45,8.995952208002564,5.7032566250127275,True,True,11,0,True,140,145,0
truth_bridge_n29_003_deep,29,deep,145,6.732582833006745,screen_single,1450.25,1316,2114,2114,798,5,138,1385,624,1,13,0.023973000003024936,5.935313624999253,True,True,3,0,True,140,145,0
truth_bridge_n29_004_shallow,29,shallow,65,3.2540037500148173,adaptive_all_depth,527.785,472,777,777,305,5,67,542,221,1,28,1.8291946670215111,2.5460818329884205,True,True,9,0,True,69,65,0
truth_bridge_n29_004_shallow,29,shallow,65,3.2540037500148173,depth2_guard_direct,540.38,484,788,788,304,5,60,544,227,1,19,0.29844225000124425,2.5626542500103824,True,True,5,0,True,62,65,0
truth_bridge_n29_004_shallow,29,shallow,65,3.2540037500148173,depth_frontier_policy,540.38,484,788,788,304,5,60,544,227,1,19,0.29844225000124425,2.5626542500103824,True,True,5,0,True,62,65,0
truth_bridge_n29_004_shallow,29,shallow,65,3.2540037500148173,depth_policy,540.38,484,788,788,304,5,60,544,227,1,19,0.29844225000124425,2.5626542500103824,True,True,5,0,True,62,65,0
truth_bridge_n29_004_shallow,29,shallow,65,3.2540037500148173,direct_logical_and,634.275,572,923,923,351,4,65,640,264,0,0,8.258401066996157e-05,3.395485250017373,True,True,1,0,True,65,65,0
truth_bridge_n29_004_shallow,29,shallow,65,3.2540037500148173,screen_depth1,540.38,484,788,788,304,5,60,544,227,1,19,0.07160329198813997,2.5501718329906,True,True,5,0,True,62,65,0
truth_bridge_n29_004_shallow,29,shallow,65,3.2540037500148173,screen_depth2,540.38,484,788,788,304,5,60,544,227,1,19,0.29844225000124425,2.5626542500103824,True,True,5,0,True,62,65,0
truth_bridge_n29_004_shallow,29,shallow,65,3.2540037500148173,screen_depth3,527.785,472,777,777,305,5,67,542,221,1,28,0.6851423750049435,2.5460818329884205,True,True,9,0,True,69,65,0
truth_bridge_n29_004_shallow,29,shallow,65,3.2540037500148173,screen_depth4,527.785,472,777,777,305,5,67,542,221,1,28,0.7627955830248538,2.528795791993616,True,True,9,0,True,69,65,0
truth_bridge_n29_004_shallow,29,shallow,65,3.2540037500148173,screen_single,562.1949999999999,504,819,819,315,5,61,570,232,1,10,0.011211167002329603,2.6996412080188747,True,True,3,0,True,63,65,0
truth_bridge_n29_005_mixed,29,mixed,132,7.134693625004729,adaptive_all_depth,1175.4199999999998,1064,1724,1724,660,5,128,1166,506,1,44,11.86289175102138,5.836513042013394,True,True,11,0,True,128,132,0
truth_bridge_n29_005_mixed,29,mixed,132,7.134693625004729,depth2_guard_direct,1192.4950000000001,1080,1743,1743,663,5,121,1182,512,1,33,0.8033098329906352,5.506440750003094,True,True,7,0,True,123,132,0
truth_bridge_n29_005_mixed,29,mixed,132,7.134693625004729,depth_frontier_policy,1175.4199999999998,1064,1724,1724,660,5,128,1166,506,1,44,8.091954250005074,5.836513042013394,True,True,11,0,True,128,132,0
truth_bridge_n29_005_mixed,29,mixed,132,7.134693625004729,depth_policy,1192.4950000000001,1080,1743,1743,663,5,121,1182,512,1,33,0.8033098329906352,5.506440750003094,True,True,7,0,True,123,132,0
truth_bridge_n29_005_mixed,29,mixed,132,7.134693625004729,direct_logical_and,1452.0800000000002,1320,2112,2112,792,4,132,1422,627,0,0,8.120801066979766e-05,6.675161708990345,True,True,1,0,True,132,132,0
truth_bridge_n29_005_mixed,29,mixed,132,7.134693625004729,screen_depth1,1266.64,1148,1848,1848,700,5,124,1268,545,1,22,0.14324870900600217,5.051237666979432,True,True,5,0,True,126,132,0
truth_bridge_n29_005_mixed,29,mixed,132,7.134693625004729,screen_depth2,1192.4950000000001,1080,1743,1743,663,5,121,1182,512,1,33,0.8033098329906352,5.506440750003094,True,True,7,0,True,123,132,0
truth_bridge_n29_005_mixed,29,mixed,132,7.134693625004729,screen_depth3,1183.9249999999997,1072,1733,1733,661,5,123,1174,510,1,39,2.80190354201477,5.442698708007811,True,True,9,0,True,125,132,0
truth_bridge_n29_005_mixed,29,mixed,132,7.134693625004729,screen_depth4,1175.4199999999998,1064,1724,1724,660,5,128,1166,506,1,44,8.091954250005074,5.836513042013394,True,True,11,0,True,128,132,0
truth_bridge_n29_005_mixed,29,mixed,132,7.134693625004729,screen_single,1345.0049999999999,1220,1957,1957,737,5,125,1330,580,1,13,0.02247541700489819,5.805137541989097,True,True,3,0,True,127,132,0
